names,prize_money,best_rank,overall_surface_pct,hard_surface_pct,clay_surface_pct,grass_surface_pct,ranksDiff1,ranksDiff2,ranksDiff3,best_rank_std,age_turned_pro,age,plays,backhand,favorite_surface,hard_titles_std,clay_titles_std,titles_std,prize_money_std
James Blake,498861.62,4,0.59,0.63,0.46,0.52,139.0,45.0,9.0,7.0,19.0,40.0,3,2,10,0.625,,0.625,13.120084021645601
Simon Stadler,118731.4,140,0.38,0.38,,0.38,37.0,368.0,350.0,7.0,18.0,36.0,2,3,14,,,,11.6846190780499
Daniel Garza,27912.12,294,0.57,0.75,0.5,,403.0,42.0,37.0,10.0,16.0,34.0,3,2,10,,,,10.236816282083499
Tatsuma Ito,95396.23,60,0.35,0.33,0.31,0.4,203.0,103.0,27.0,,,31.0,3,3,9,,,,11.4657943388358
Andreas Beck,120353.85,33,0.38,0.38,0.35,0.5,383.0,50.0,53.0,6.0,17.0,34.0,2,3,9,,,,11.698191432728601
Benoit Paire,706808.18,18,0.49,0.47,0.52,0.5,50.0,298.0,179.0,9.0,17.0,30.0,3,3,16,,0.272727272727273,0.272727272727273,13.468514592648802
Simon Greul,151658.38,55,0.38,0.38,0.38,0.33,191.0,112.0,34.0,10.0,18.0,38.0,3,3,15,,,,11.929385770409699
Mikhail Ledovskikh,31921.75,151,0.24,0.25,0.01,0.2,60.0,291.0,229.0,,,33.0,3,1,14,,,,10.371042874622301
Vincent Millot,118169.38,135,0.27,0.31,0.01,0.01,336.0,174.0,10.0,9.0,21.0,34.0,2,3,10,,,,11.6798742979408
Joao Sousa,470727.46,28,0.47,0.45,0.51,0.41,359.0,149.0,199.0,8.0,18.0,30.0,3,3,4,0.153846153846154,0.0769230769230769,0.23076923076923103,13.0620345643322
Andrey Golubev,295958.11,33,0.36,0.38,0.36,0.09,260.0,86.0,128.0,5.0,17.0,32.0,3,2,15,,0.111111111111111,0.111111111111111,12.597973203020999
Joao Souza,165512.88,69,0.35,0.12,0.38,0.01,269.0,325.0,101.0,9.0,17.0,31.0,3,3,4,,,,12.0168042955445
Niels Desein,107930.0,154,0.01,0.01,0.01,0.01,363.0,196.0,107.0,11.0,16.0,32.0,3,3,1,,,,11.5892381478194
Michael Quintero,31310.0,245,0.67,0.5,0.7,,305.0,145.0,21.0,9.0,17.0,39.0,3,3,4,,,,10.3516928143205
Grega Zemlja,95604.46,43,0.48,0.41,0.5,0.53,279.0,6.0,1.0,9.0,17.0,33.0,3,3,3,,,,11.467974750671
Thiago Alves,82162.11,88,0.21,0.21,0.1,0.4,535.0,95.0,32.0,9.0,17.0,37.0,3,3,9,,,,11.3164495258696
Ricardas Berankis,239682.92,50,0.46,0.52,0.26,0.21,252.0,135.0,233.0,9.0,16.0,29.0,3,3,10,,,,12.3870721621473
Karol Beck,263855.75,36,0.36,0.36,0.09,0.44,310.0,183.0,51.0,4.0,18.0,37.0,3,3,3,,,,12.4831578312816
Gastao Elias,97093.0,57,0.34,0.15,0.44,0.01,298.0,60.0,192.0,8.0,17.0,29.0,3,3,4,,,,11.483424561052498
Benjamin Balleret,22924.17,204,0.5,0.36,0.58,,226.0,173.0,97.0,5.0,18.0,37.0,3,3,4,,,,10.0399470914529
Evgeny Donskoy,187036.46,65,0.33,0.36,0.21,0.27,314.0,42.0,213.0,6.0,16.0,29.0,3,3,10,,,,12.139058850093901
Marius Copil,221097.73,56,0.42,0.47,0.27,0.4,111.0,164.0,176.0,11.0,17.0,29.0,3,2,10,,,,12.3063600999453
Xavier Malisse,351683.44,19,0.52,0.49,0.5,0.62,94.0,8.0,30.0,4.0,17.0,39.0,3,3,9,0.1875,,0.1875,12.7704867317692
Marc Gicquel,209459.92,37,0.45,0.42,0.44,0.42,184.0,195.0,248.0,9.0,21.0,42.0,3,3,3,,,,12.252287687392599
Ryan Harrison,388344.33,40,0.43,0.46,0.34,0.35,388.0,187.0,94.0,9.0,15.0,27.0,3,3,10,0.0833333333333333,,0.0833333333333333,12.8696476735095
Ivan Navarro,134235.11,67,0.35,0.2,0.41,0.35,134.0,336.0,344.0,8.0,19.0,38.0,3,2,16,,,,11.8073480937431
Ivan Nedelko,92540.0,235,0.01,0.01,,,15.0,424.0,143.0,,,33.0,3,3,1,,,,11.435396262461
Ilija Bozoljac,74219.8,101,0.36,0.2,0.5,0.33,342.0,286.0,89.0,5.0,16.0,34.0,3,3,3,,,,11.2147862399195
Andreas Haider Maurer,177147.91,47,0.36,0.35,0.39,0.29,487.0,200.0,43.0,10.0,17.0,32.0,3,3,15,,,,12.0847403123126
Timo Nieminen,23966.71,254,0.17,0.01,0.25,,321.0,118.0,146.0,3.0,18.0,38.0,3,3,4,,,,10.0844210631062
Milos Raonic,1573321.25,3,0.68,0.69,0.64,0.7,542.0,217.0,125.0,8.0,17.0,29.0,3,3,6,0.666666666666667,,0.666666666666667,14.2686993887794
Denys Molchanov,308317.0,169,0.5,0.67,0.01,,90.0,244.0,11.0,,,32.0,3,3,1,,,,12.6388837534504
Andy Roddick,1587694.62,1,0.74,0.75,0.64,0.8,142.0,4.0,9.0,3.0,17.0,37.0,3,3,9,1.61538461538462,0.384615384615385,2.46153846153846,14.2777935975104
Sebastian Decoud,109660.0,132,0.5,,0.57,0.01,200.0,79.0,55.0,9.0,18.0,38.0,2,2,1,,,,11.605139948958001
Andrej Martin,112337.62,93,0.49,0.25,0.55,0.01,84.0,246.0,132.0,15.0,15.0,30.0,3,3,4,,,,11.6292640801757
Caio Zampieri,97588.67,182,0.5,0.99,0.33,,214.0,71.0,51.0,5.0,18.0,33.0,3,3,1,,,,11.4885166795971
Gabriel Trujillo Soler,199399.0,209,0.5,,0.5,,185.0,73.0,23.0,,,40.0,3,1,1,,,,12.203063121452198
Miguel Angel Lopez Jaen,186036.0,171,0.33,,0.33,,227.0,1.0,144.0,9.0,17.0,37.0,3,3,1,,,,12.1336954823544
Chris Guccione,137908.58,67,0.41,0.46,0.14,0.4,343.0,181.0,126.0,5.0,17.0,34.0,2,2,6,,,,11.834346280845098
Yuri Schukin,79924.33,119,0.39,0.11,0.5,,70.0,79.0,1.0,8.0,19.0,40.0,3,3,4,,,,11.288835591034
Grigor Dimitrov,1386170.54,3,0.6,0.61,0.58,0.57,205.0,182.0,30.0,9.0,16.0,28.0,3,2,2,0.46153846153846206,0.0769230769230769,0.615384615384615,14.142055495895601
Riccardo Ghedin,105975.33,222,0.01,0.01,,0.01,292.0,234.0,468.0,,,34.0,3,3,1,,,,11.570961610158
Jesse Huta Galung,88377.3,91,0.21,0.19,0.25,0.25,110.0,33.0,149.0,10.0,18.0,34.0,3,2,16,,,,11.3893704283199
Bernard Tomic,507664.25,17,0.5,0.54,0.33,0.54,477.0,78.0,166.0,8.0,15.0,27.0,3,3,6,0.33333333333333304,,0.33333333333333304,13.1375755828564
Kevin Kim,118906.92,63,0.31,0.35,0.2,0.22,43.0,54.0,19.0,8.0,18.0,41.0,3,2,10,,,,11.6860962811535
Alex Kuznetsov,101065.67,120,0.23,0.21,0.33,0.25,28.0,289.0,43.0,9.0,17.0,33.0,3,3,14,,,,11.523525782556
Simone Vagnozzi,92164.6,161,0.36,,0.36,,278.0,336.0,40.0,12.0,15.0,36.0,3,3,4,,,,11.4313313878785
Daniel Evans,177057.38,28,0.47,0.5,0.31,0.42,216.0,102.0,21.0,14.0,15.0,29.0,3,2,10,,,,12.084229139811699
Alex Bogdanovic,69539.5,108,0.23,0.12,0.25,0.26,263.0,181.0,83.0,5.0,17.0,35.0,2,2,9,,,,11.149650215429599
Olivier Patience,97119.44,87,0.33,0.21,0.36,0.5,49.0,53.0,57.0,6.0,17.0,39.0,3,2,9,,,,11.4836968402141
Joachim Johansson,119156.85,9,0.55,0.62,0.19,0.5,383.0,171.0,124.0,5.0,17.0,37.0,3,2,10,0.23076923076923103,,0.23076923076923103,11.6881959714325
Ricardo Mello,123659.92,50,0.39,0.39,0.46,0.11,178.0,11.0,16.0,6.0,18.0,39.0,2,3,15,0.0833333333333333,,0.0833333333333333,11.725290496177198
Eduardo Struvay,77578.33,158,0.01,0.01,0.01,,73.0,472.0,12.0,9.0,16.0,29.0,3,3,1,,,,11.2590434145957
Ricardo Hocevar,121218.67,149,0.01,0.01,0.01,,280.0,56.0,261.0,6.0,17.0,34.0,3,3,1,,,,11.705351383658302
Razvan Sabau,59073.83,74,0.32,0.25,0.36,0.43,389.0,302.0,134.0,12.0,15.0,42.0,3,3,9,,,,10.986543296526802
Diego Junqueira,103910.14,68,0.25,0.25,0.26,0.01,305.0,202.0,137.0,8.0,20.0,39.0,2,3,14,,,,11.5512817661656
John Millman,313779.7,33,0.44,0.46,0.38,0.44,257.0,103.0,337.0,12.0,16.0,30.0,3,3,6,,,,12.6564464263026
Daniele Giorgini,,242,,,,,404.0,98.0,335.0,7.0,18.0,35.0,3,1,1,,,,
Aldin Setkic,77782.2,165,0.53,0.4,0.6,,99.0,188.0,84.0,13.0,16.0,32.0,3,3,4,,,,11.2616678922159
Alberto Brizzi,220823.0,230,0.01,,0.01,,54.0,123.0,17.0,7.0,18.0,35.0,3,1,1,,,,12.305116754626802
Juan Carlos Ferrero,999492.5,1,0.65,0.57,0.73,0.61,7.0,1.0,1.0,5.0,18.0,40.0,3,3,4,0.214285714285714,0.9285714285714292,1.14285714285714,13.815002929142599
Rainer Schuettler,462969.25,5,0.49,0.52,0.39,0.55,2.0,10.0,27.0,9.0,18.0,43.0,3,3,5,0.1875,,0.25,13.045415916176
Dominik Meffert,83746.0,161,0.38,0.43,0.33,0.33,279.0,93.0,586.0,7.0,23.0,38.0,3,3,10,,,,11.3355436873527
Radu Albot,312865.4,39,0.43,0.4,0.44,0.5,154.0,223.0,222.0,11.0,18.0,30.0,3,3,9,0.1,,0.1,12.653528345083199
Stefano Galvani,86757.88,99,0.33,0.25,0.32,0.43,143.0,14.0,55.0,8.0,21.0,42.0,3,1,9,,,,11.3708765294187
Denis Gremelmayr,127913.75,59,0.36,0.32,0.47,0.2,179.0,147.0,36.0,8.0,18.0,38.0,2,3,4,,,,11.7591114876525
David Goffin,1357801.0,7,0.61,0.61,0.62,0.56,275.0,95.0,55.0,8.0,18.0,29.0,3,3,15,0.3,0.1,0.4,14.1213770373349
Paul Capdeville,99773.27,76,0.37,0.38,0.38,0.3,361.0,150.0,157.0,7.0,18.0,36.0,3,3,15,,,,11.510655590753801
Arnaud Clement,445326.75,10,0.49,0.51,0.41,0.53,1.0,21.0,7.0,5.0,18.0,42.0,3,3,5,0.1875,,0.25,13.0065635613672
Hiroki Moriya,188160.25,143,0.18,0.2,,0.01,319.0,83.0,44.0,,,29.0,3,3,10,,,,12.145049272348
Alexander Kudryavtsev,129984.86,117,0.25,0.29,0.01,0.01,159.0,397.0,47.0,12.0,17.0,34.0,3,3,10,,,,11.7751732611171
Marinko Matosevic,335550.0,39,0.4,0.43,0.3,0.37,6.0,316.0,108.0,10.0,17.0,34.0,3,3,10,,,,12.7235262555864
Victor Estrella,127280.94,43,0.5,0.44,0.63,0.24,253.0,82.0,90.0,13.0,21.0,39.0,3,2,4,,0.17647058823529396,0.17647058823529396,11.7541520482767
Federico Delbonis,300939.83,33,0.46,0.32,0.55,0.01,627.0,35.0,6.0,9.0,16.0,29.0,2,3,4,,0.166666666666667,0.166666666666667,12.6146656234161
Robert Kendrick,136381.1,69,0.31,0.35,0.17,0.22,126.0,42.0,41.0,9.0,20.0,40.0,3,3,10,,,,11.823208451740902
Nicolas Devilder,103285.12,60,0.34,0.24,0.39,0.33,223.0,357.0,162.0,8.0,19.0,39.0,2,3,4,,,,11.5452485982654
Juan Ignacio Chela,400099.57,15,0.54,0.5,0.59,0.27,7.0,47.0,15.0,6.0,18.0,40.0,3,3,4,,0.42857142857142894,0.42857142857142894,12.8994687201134
Bobby Reynolds,143026.55,63,0.28,0.27,0.33,0.29,409.0,187.0,196.0,6.0,20.0,37.0,3,3,4,,,,11.870785556344199
Philip Bester,38865.29,225,0.2,0.17,0.25,,71.0,27.0,132.0,9.0,17.0,31.0,3,2,10,,,,10.567856843363
Pere Riba,151480.33,65,0.28,0.14,0.35,0.01,254.0,373.0,117.0,7.0,15.0,31.0,3,3,4,,,,11.928211060518802
Laurent Recouderc,104777.0,124,0.2,0.12,0.29,,556.0,219.0,75.0,6.0,18.0,35.0,3,3,4,,,,11.5595895611341
Fernando Gonzalez,590818.4,5,0.65,0.61,0.71,0.62,24.0,121.0,17.0,8.0,18.0,39.0,3,2,4,0.133333333333333,0.5333333333333329,0.733333333333333,13.2892639733656
Alexandr Dolgopolov,593814.25,13,0.52,0.53,0.49,0.55,32.0,76.0,178.0,6.0,17.0,31.0,3,3,6,0.0833333333333333,0.166666666666667,0.25,13.294321839003
Marco Trungelliti,116894.0,112,0.44,0.2,0.5,,149.0,43.0,106.0,11.0,18.0,30.0,3,3,4,,,,11.6690228202234
Juan Pablo Brzezicki,104974.17,94,0.25,0.01,0.29,,54.0,17.0,190.0,7.0,18.0,37.0,3,3,4,,,,11.5614695988767
Thiemo De Bakker,130628.57,40,0.42,0.4,0.48,0.35,20.0,195.0,153.0,4.0,17.0,31.0,3,3,4,,,,11.7801132314713
Sherif Sabry,15570.29,351,0.29,0.14,0.5,,44.0,14.0,129.0,,,33.0,3,3,4,,,,9.65311989021657
Victor Crivoi,78313.0,75,0.3,0.25,0.33,0.33,212.0,222.0,71.0,6.0,20.0,37.0,3,3,4,,,,11.2684688962948
Bradley Klahn,168112.43,63,0.24,0.28,0.01,0.22,109.0,129.0,421.0,2.0,21.0,29.0,2,3,14,,,,12.032388260743899
Marcos Daniel,111470.7,56,0.27,0.04,0.37,0.14,331.0,41.0,67.0,12.0,18.0,41.0,3,2,4,,,,11.6215170550805
Attila Balazs,50005.11,76,0.59,0.5,0.67,,385.0,38.0,115.0,,,31.0,3,3,4,,,,10.8198804791882
Stefano Travaglia,162681.2,74,0.33,0.33,0.4,0.01,503.0,89.0,204.0,9.0,19.0,28.0,3,3,14,,,,11.999547736438501
Martin Vassallo Arguello,157789.0,47,0.37,0.15,0.44,0.29,280.0,21.0,69.0,10.0,19.0,40.0,3,2,4,,,,11.969013976472398
Guilherme Clezar,85043.57,153,0.07,0.01,0.08,,177.0,475.0,52.0,6.0,16.0,27.0,3,3,4,,,,11.3509189923793
Boy Westerhof,258186.0,201,0.01,,0.01,,111.0,131.0,110.0,7.0,19.0,34.0,3,1,1,,,,12.4614355343909
Peter Luczak,149881.78,64,0.32,0.34,0.27,0.44,181.0,102.0,46.0,9.0,20.0,40.0,3,3,9,,,,11.9176021290047
Igor Andreev,410034.18,18,0.51,0.47,0.54,0.48,701.0,200.0,38.0,6.0,18.0,36.0,3,3,2,,0.18181818181818202,0.272727272727273,12.923995801059402
Markus Eriksson,22609.86,277,0.38,0.5,0.2,,151.0,209.0,80.0,,,30.0,3,3,10,,,,10.0261413733024
Stefan Koubek,180877.65,20,0.46,0.44,0.5,0.3,9.0,9.0,1.0,6.0,17.0,43.0,2,3,4,0.11764705882352902,0.0588235294117647,0.17647058823529396,12.105576114828501
Guido Andreozzi,204433.5,70,0.31,0.38,0.26,0.25,238.0,245.0,227.0,11.0,16.0,28.0,3,3,10,,,,12.2279980182073
Grzegorz Panfil,40208.5,238,0.5,0.5,0.01,,241.0,35.0,362.0,11.0,16.0,32.0,2,3,1,,,,10.6018336950423
Marsel Ilhan,151913.44,77,0.36,0.39,0.25,0.33,106.0,60.0,65.0,9.0,18.0,32.0,3,3,10,,,,11.931066163932499
Gianluca Naso,80506.8,175,0.21,,0.21,,27.0,74.0,161.0,,,33.0,3,3,4,,,,11.2960969318888
Arthur De Greef,137716.33,113,0.3,0.33,0.29,,100.0,381.0,252.0,,,27.0,3,3,4,,,,11.8329512688255
Maxime Authom,137959.5,143,0.01,0.01,,,104.0,121.0,168.0,8.0,17.0,32.0,3,3,1,,,,11.8347154428053
Artem Smirnov,33082.17,226,0.2,0.4,0.01,0.01,122.0,162.0,25.0,,,32.0,2,3,10,,,,10.4067497455351
Ivan Ljubicic,598889.47,3,0.59,0.6,0.56,0.48,54.0,12.0,7.0,8.0,18.0,40.0,3,2,3,0.411764705882353,,0.588235294117647,13.3028323358639
Blaz Rola,121841.86,78,0.38,0.33,0.47,0.2,504.0,299.0,414.0,,,29.0,2,3,4,,,,11.710479253375
Antal Van Der Duim,203528.0,214,0.01,0.01,,,161.0,305.0,124.0,12.0,16.0,32.0,3,3,1,,,,12.223558866537399
Josselin Ouanna,180785.75,88,0.35,0.25,0.36,,176.0,148.0,118.0,5.0,17.0,33.0,3,2,4,,,,12.105067907462402
Ze Zhang,88694.36,148,0.32,0.26,0.62,0.33,277.0,23.0,134.0,8.0,14.0,29.0,3,1,4,,,,11.392951581157698
Fritz Wolmarans,43095.5,198,0.5,0.5,0.5,,221.0,215.0,30.0,,,34.0,2,3,1,,,,10.6711738622882
Dmitri Sitak,,356,,,,,4.0,331.0,183.0,3.0,17.0,37.0,3,3,1,,,,
Ivan Miranda,,104,0.42,0.3,0.48,0.67,175.0,194.0,24.0,,,39.0,3,1,4,,,,
Wayne Odesnik,99798.27,77,0.41,0.36,0.58,0.01,289.0,63.0,118.0,5.0,18.0,34.0,2,3,4,,,,11.510906127480002
Walter Trusendi,182939.0,299,0.01,,0.01,,112.0,13.0,41.0,4.0,22.0,35.0,3,2,1,,,,12.1169080429223
Richard Bloomfield,38567.0,176,0.25,0.01,,0.29,154.0,83.0,84.0,5.0,18.0,36.0,3,1,9,,,,10.5601522675187
Nikoloz Basilashvili,610243.29,16,0.48,0.48,0.51,0.37,79.0,50.0,321.0,11.0,16.0,28.0,3,3,15,0.14285714285714302,0.28571428571428603,0.42857142857142894,13.321612992701098
Nikola Ciric,,151,,,,,155.0,118.0,185.0,11.0,16.0,36.0,2,3,1,,,,
Alexander Peya,369052.92,92,0.3,0.35,0.29,0.21,258.0,8.0,45.0,9.0,17.0,39.0,3,2,3,,,,12.8186953273739
Cristian Villagran,,200,,,,,516.0,19.0,170.0,7.0,19.0,38.0,3,1,1,,,,
Nicolas Renavand,213884.0,225,0.5,0.5,,,349.0,90.0,194.0,,,37.0,3,1,1,,,,12.2731890909637
Pedro Sousa,46960.73,99,0.38,0.01,0.41,,554.0,45.0,141.0,12.0,18.0,31.0,3,3,4,,,,10.757066999526
Marcel Felder,18067.08,227,0.6,0.67,0.56,,27.0,90.0,178.0,8.0,16.0,35.0,3,3,10,,,,9.80184677672671
Laurynas Grigelis,40960.5,183,0.43,0.26,0.6,,173.0,206.0,219.0,4.0,16.0,28.0,3,3,4,,,,10.6203634666701
Facundo Arguello,117176.0,104,0.06,0.01,0.07,0.01,424.0,37.0,83.0,,,27.0,3,3,4,,,,11.6714323569981
Leonardo Kirche,148572.0,196,0.99,,0.99,,155.0,204.0,49.0,10.0,18.0,35.0,3,1,1,,,,11.9088249682087
Leonardo Tavares,22919.0,186,0.35,0.2,0.44,,202.0,292.0,244.0,9.0,17.0,36.0,3,3,4,,,,10.0397215398594
Alexey Kedryuk,15665.33,261,0.65,0.67,0.75,,139.0,317.0,368.0,8.0,17.0,39.0,3,1,10,,,,9.65920526923526
Roko Karanusic,36.29,88,0.23,0.26,0.09,0.33,279.0,26.0,283.0,9.0,17.0,37.0,3,3,9,,,,3.5915422212249797
Daniel Dutra Da Silva,161573.0,231,0.01,,0.01,,69.0,22.0,35.0,2.0,18.0,31.0,2,3,1,,,,11.9927123319019
Kento Takeuchi,90650.0,378,0.01,0.01,,,212.0,147.0,5.0,,,32.0,2,2,1,,,,11.414761216182999
Federico Gaio,78392.83,124,0.18,0.01,0.29,,263.0,318.0,169.0,11.0,17.0,28.0,3,2,4,,,,11.269487748074699
Oh Hee Kwon,89760.0,288,0.99,,0.99,,158.0,109.0,77.0,,,41.0,3,1,1,,,,11.4048947207565
Agustin Velotti,59712.0,166,0.01,,0.01,,276.0,234.0,156.0,,,27.0,3,1,1,,,,10.997288284207
Dominik Hrbaty,471016.07,12,0.53,0.54,0.54,0.24,19.0,15.0,10.0,8.0,18.0,42.0,3,3,12,0.266666666666667,0.133333333333333,0.4,13.062647491312498
Julian Reister,107282.5,83,0.29,0.01,0.34,0.33,440.0,20.0,25.0,8.0,18.0,33.0,3,2,16,,,,11.5832208211889
Dieter Kindlmann,75315.6,130,0.08,0.01,0.14,,129.0,51.0,85.0,3.0,18.0,37.0,3,3,4,,,,11.2294425636457
Dusan Lajovic,440926.36,23,0.45,0.42,0.51,0.25,134.0,244.0,27.0,12.0,16.0,29.0,3,2,4,,0.0909090909090909,0.0909090909090909,12.9966331563586
Jose Acasuso,331129.27,20,0.51,0.38,0.58,0.01,89.0,45.0,60.0,7.0,16.0,37.0,3,2,4,,0.272727272727273,0.272727272727273,12.7102641219235
Jurgen Zopp,111992.8,71,0.38,0.4,0.44,0.01,158.0,232.0,78.0,,,31.0,3,3,14,,,,11.6261898624965
Pablo Carreno Busta,988062.67,10,0.53,0.55,0.53,0.2,169.0,208.0,518.0,6.0,19.0,28.0,3,3,14,0.33333333333333304,0.111111111111111,0.444444444444444,13.803501405892401
Yan Bai,,200,0.38,0.38,,,11.0,281.0,266.0,,,30.0,3,1,10,,,,
Oscar Hernandez,242982.0,48,0.34,0.14,0.41,0.1,31.0,57.0,115.0,9.0,19.0,41.0,3,2,4,,,,12.400742645505
Karim Maamoun,10637.56,283,0.38,0.2,0.5,,132.0,69.0,223.0,,,40.0,3,1,4,,,,9.27214641328875
Woong Sun Jun,34436.4,230,0.46,0.5,0.38,0.01,165.0,144.0,248.0,3.0,18.0,33.0,3,1,10,,,,10.446869423461301
Aleksandr Nedovyesov,141498.5,72,0.19,0.18,0.2,0.2,198.0,185.0,343.0,10.0,17.0,33.0,3,3,2,,,,11.8600443953025
Alessandro Giannessi,124045.0,84,0.39,0.25,0.44,,269.0,364.0,125.0,9.0,17.0,29.0,2,3,4,,,,11.728399681979498
Aljaz Bedene,334430.18,43,0.47,0.46,0.5,0.39,237.0,375.0,79.0,10.0,18.0,30.0,3,3,15,,,,12.720183407316501
Steven Diez,87885.4,134,0.22,0.33,0.17,,105.0,103.0,129.0,11.0,16.0,28.0,3,1,1,,,,11.383788972039001
Di Wu,,140,0.39,0.39,0.38,0.01,284.0,13.0,238.0,,,28.0,3,1,14,,,,
Andres Molteni,271945.5,181,0.01,,0.01,,278.0,4.0,80.0,7.0,15.0,31.0,3,3,1,,,,12.5133569575548
Filip Krajinovic,278440.64,26,0.51,0.54,0.46,0.01,241.0,138.0,206.0,10.0,16.0,28.0,3,3,14,,,,12.536960173800301
Vasek Pospisil,480718.64,25,0.44,0.48,0.05,0.39,1.0,220.0,6.0,7.0,16.0,29.0,3,3,10,,,,13.0830374299141
Miljan Zekic,254470.0,188,0.33,,0.33,,142.0,107.0,313.0,,,31.0,3,3,1,,,,12.446938229832
Ivo Minar,126931.0,62,0.34,0.41,0.32,0.23,203.0,266.0,84.0,7.0,17.0,35.0,3,3,10,,,,11.7513989107093
Samuel Groth,,53,0.38,0.33,0.2,0.54,340.0,63.0,1.0,9.0,18.0,32.0,3,2,9,,,,
Jan Lennard Struff,659836.88,33,0.46,0.47,0.46,0.38,343.0,120.0,71.0,10.0,18.0,29.0,3,3,15,,,,13.399747931940501
Amir Weintraub,63996.86,161,0.48,0.47,0.6,0.01,373.0,228.0,225.0,7.0,18.0,33.0,3,2,4,,,,11.066589298638199
Andrea Stoppini,72360.75,161,0.27,0.33,0.01,,224.0,316.0,309.0,11.0,18.0,40.0,3,3,10,,,,11.189419304298001
George Bastl,,71,0.35,0.41,0.22,0.19,10.0,45.0,117.0,2.0,22.0,44.0,3,3,10,,,,
Cedrik Marcel Stebe,146871.75,71,0.4,0.3,0.53,0.25,181.0,229.0,294.0,2.0,19.0,29.0,2,3,4,,,,11.8973150359762
Renzo Olivo,137680.67,78,0.43,0.25,0.48,0.01,94.0,247.0,89.0,8.0,16.0,27.0,3,3,4,,,,11.832692297230402
Oliver Marach,387563.64,82,0.38,0.29,0.44,0.01,149.0,134.0,69.0,8.0,17.0,39.0,3,2,4,,,,12.867635346549001
Somdev Devvarman,132647.45,62,0.43,0.48,0.29,0.25,206.0,566.0,78.0,3.0,23.0,35.0,3,3,10,,,,11.7954501358606
Francesco Aldi,50908.4,111,0.11,,0.12,,145.0,108.0,316.0,6.0,17.0,38.0,3,1,1,,,,10.8377832183923
Gorka Fraile,48759.0,126,0.11,0.01,0.12,,101.0,80.0,23.0,,,41.0,3,1,1,,,,10.794645074771301
Diego Sebastian Schwartzman,902158.0,11,0.54,0.54,0.55,0.33,44.0,192.0,62.0,8.0,17.0,27.0,3,3,15,0.125,0.25,0.375,13.712544950002101
Mirza Basic,149759.14,74,0.47,0.5,0.35,0.33,231.0,31.0,11.0,10.0,16.0,28.0,3,3,10,0.14285714285714302,,0.14285714285714302,11.916783549173601
Cecil Mamiit,72295.87,72,0.35,0.38,0.3,0.24,10.0,1.0,72.0,3.0,19.0,43.0,3,3,10,,,,11.188522283417099
Austin Krajicek,185919.17,94,0.33,0.38,0.01,0.2,17.0,234.0,70.0,3.0,21.0,29.0,2,3,10,,,,12.13306728835
Santiago Gonzalez,187946.36,155,0.41,0.75,0.4,0.01,162.0,178.0,22.0,5.0,18.0,37.0,3,3,4,,,,12.1439118819519
Pablo Galdon,52952.0,222,0.01,,0.01,,376.0,152.0,86.0,8.0,17.0,34.0,3,1,1,,,,10.877141121798802
Steve Johnson,542809.73,21,0.5,0.49,0.5,0.55,264.0,197.0,19.0,4.0,22.0,30.0,3,3,9,,0.18181818181818202,0.36363636363636404,13.204514132353301
Prakash Amritraj,46080.5,154,0.38,0.18,0.01,0.65,434.0,60.0,73.0,6.0,19.0,36.0,3,3,9,,,,10.738145146005301
Dominic Thiem,2213236.8,3,0.65,0.59,0.75,0.5,283.0,329.0,170.0,9.0,17.0,26.0,3,2,4,0.5,1.0,1.6,14.6099666173755
Pavel Snobel,125730.67,154,0.01,0.01,,0.01,30.0,63.0,92.0,12.0,17.0,40.0,2,3,1,,,,11.741897358452402
Frantisek Cermak,345439.0,201,0.36,0.01,0.42,0.5,126.0,117.0,35.0,5.0,21.0,43.0,3,3,4,,,,12.752571350885699
Bastian Knittel,78022.67,157,0.2,,0.25,0.01,252.0,51.0,222.0,8.0,19.0,36.0,2,2,1,,,,11.2647547044694
Daniele Bracciali,228893.5,49,0.39,0.32,0.38,0.53,34.0,152.0,18.0,11.0,17.0,42.0,3,2,9,,0.125,0.125,12.341012108857699
Ramon Delgado,81494.71,52,0.5,0.43,0.63,0.18,165.0,31.0,77.0,4.0,18.0,43.0,3,3,4,,,,11.3082933891469
Gabriel Moraru,84928.0,234,0.01,,0.01,,73.0,100.0,147.0,4.0,19.0,38.0,3,3,1,,,,11.3495591176919
Carlos Gomez Herrera,108018.0,268,0.01,,0.01,,201.0,318.0,111.0,,,29.0,3,3,1,,,,11.590053158885699
Dusan Lojda,273874.0,161,0.01,0.01,,,227.0,247.0,91.0,,,31.0,2,3,1,,,,12.5204234255903
Carlos Moya,840248.12,1,0.64,0.6,0.7,0.46,22.0,14.0,2.0,4.0,18.0,43.0,3,3,4,0.25,1.0,1.25,13.641452508155501
Norbert Gombos,129147.67,80,0.25,0.29,0.22,0.01,113.0,120.0,155.0,,,29.0,3,3,10,,,,11.768711757323699
Santiago Ventura,,65,0.39,0.08,0.47,0.01,8.0,125.0,90.0,,,40.0,3,1,4,,0.14285714285714302,0.14285714285714302,
Gerard Granollers,134240.67,217,0.01,,0.01,,122.0,123.0,162.0,,,31.0,3,1,1,,,,11.8073895127494
Noam Okun,65379.58,95,0.38,0.39,0.4,0.33,415.0,11.0,40.0,6.0,17.0,41.0,3,2,15,,,,11.0879652562747
Sergey Betov,56464.75,340,0.01,0.01,0.01,,272.0,21.0,297.0,,,32.0,3,1,1,,,,10.9413718286265
